id,date,crypto,url,url_mobile,title,seendate,socialimage,domain,language,sourcecountry,finbert_positive,finbert_negative,final_finbert,fama_french
11,2022-07-05 11:56:46.424672+02,bitcoin,https://www.zerohedge.com/crypto/july-4th-bitcoin-sovereignty-declaring-your-own-financial-independence-day,"","July 4th , Bitcoin , & Sovereignty : Declaring Your Own Financial Independence Day",20220704T194500Z,https://assets.zerohedge.com/s3fs-public/styles/16_9_max_700/public/2022-07/2022-07-03_15-15-12.jpg?itok=k2YBE--C,zerohedge.com,English,United States,0.007,0.002,0.007,0
12,2022-07-05 11:56:46.425671+02,bitcoin,https://www.orfonline.org/expert-speak/106253/,https://www.orfonline.org/expert-speak/106253/?amp,The Bitcoin business : Securing India strategic interests,20220704T181500Z,https://www.orfonline.org/wp-content/uploads/2022/07/GettyImages-1319662239-scaled.jpg,orfonline.org,English,India,0.882,0.002,0.882,0
13,2022-07-05 11:56:46.427671+02,bitcoin,https://www.marketwatch.com/articles/bitcoin-prices-stock-market-closed-51656929531,"","Bitcoin Prices Struggle Below $20 , 000 . Why Tuesday Could Bring a Bigger Move . ",20220704T123000Z,https://images.barrons.com/im-574517/social,marketwatch.com,English,United States,0.005,0.041,-0.041,0
14,2022-07-05 11:56:46.429672+02,bitcoin,https://www.albawaba.com/business/crypto-prices-today-bitcoin-holds-19k-levels-1483015,https://www.albawaba.com/amp/business/crypto-prices-today-bitcoin-holds-19k-levels-1483015,Crypto Prices Today : Bitcoin Holds On to $19K Levels,20220704T221500Z,https://www.albawaba.com/sites/default/files/styles/default/public/2022-07/shutterstock_650811631.jpg?itok=HX_Z4340,albawaba.com,English,Israel,0.989,0.002,2,0
15,2022-07-05 11:56:46.430671+02,bitcoin,https://www.today.ng/business/cryptocurrency/bitcoin-price-tops-20000-whale-bought-btc-confirms-support,https://www.today.ng/business/cryptocurrency/bitcoin-price-tops-20000-whale-bought-btc-confirms-support/amp,"Bitcoin price tops $20 , 000 as whale bought BTC confirms support",20220704T184500Z,https://www.today.ng/wp-content/uploads/2022/06/30085818.jpeg,today.ng,English,Nigeria,0.99,0.001,2,0
16,2022-07-05 11:56:46.432671+02,bitcoin,https://www.bnnbloomberg.ca/bitcoin-hints-at-a-bottom-but-it-may-be-different-this-time-1.1787523,https://www.bnnbloomberg.ca/bitcoin-hints-at-a-bottom-but-it-may-be-different-this-time-1.1787523.amp.html,"Bitcoin hints at a bottom , but it may be different this time",20220704T150000Z,http://www.bnnbloomberg.ca/polopoly_fs/1.1787528!/fileimage/httpImage/image.jpg_gen/derivatives/landscape_620/bitcoin.jpg,bnnbloomberg.ca,English,Canada,0.009,0.359,-0.359,0
17,2022-07-05 11:57:06.547957+02,solana,https://www.economywatch.com/news/next-cryptocurrency-to-explode,"",Next Cryptocurrency to Explode - Economy Watch,20220704T160000Z,https://www.economywatch.com/wp-content/uploads/2022/06/next-cryptocurrency-to-explode.jpg,economywatch.com,English,China,0.004,0.003,0.004,0
18,2022-07-05 11:57:06.548958+02,solana,https://forextv.com/bitcoin-news/cryptocurrencies-price-prediction-ethereum-solana-bitcoin-american-wrap-04-july/,https://forextv.com/bitcoin-news/cryptocurrencies-price-prediction-ethereum-solana-bitcoin-american-wrap-04-july/amp/,"Cryptocurrencies Price Prediction : Ethereum , Solana & Bitcoin – American Wrap 04 July",20220704T231500Z,"",forextv.com,English,United States,0.007,0.002,0.007,0
19,2022-07-05 11:57:06.550953+02,solana,https://www.albawaba.com/business/crypto-prices-today-bitcoin-holds-19k-levels-1483015,https://www.albawaba.com/amp/business/crypto-prices-today-bitcoin-holds-19k-levels-1483015,Crypto Prices Today : Bitcoin Holds On to $19K Levels,20220704T221500Z,https://www.albawaba.com/sites/default/files/styles/default/public/2022-07/shutterstock_650811631.jpg?itok=HX_Z4340,albawaba.com,English,Israel,0.989,0.002,2,0
20,2022-07-05 11:57:06.551952+02,solana,https://www.businesstoday.in/crypto/story/crypto-markets-in-red-solana-dogecoin-rises-marginally-340165-2022-07-04,https://www.businesstoday.in/amp/crypto/story/crypto-markets-in-red-solana-dogecoin-rises-marginally-340165-2022-07-04,"Crypto markets in red ; Solana , Dogecoin rise marginally",20220704T074500Z,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202207/markets-sixteen_nine.jpg,businesstoday.in,English,India,0.959,0.002,2,0
21,2022-07-05 11:57:06.552952+02,solana,https://www.businesstoday.in/crypto/story/crypto-markets-in-red-solana-dogecoin-rise-marginally-340165-2022-07-04,https://www.businesstoday.in/amp/crypto/story/crypto-markets-in-red-solana-dogecoin-rise-marginally-340165-2022-07-04,"Crypto markets in red ; Solana , Dogecoin rise marginally",20220704T041500Z,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202207/markets-sixteen_nine.jpg,businesstoday.in,English,India,0.959,0.002,2,0
22,2022-07-05 11:57:06.553952+02,solana,https://www.indiatoday.in/business/story/bitcoin-price-crashes-below-20-000-cryptocurrency-market-in-red-1969996-2022-07-04,https://www.indiatoday.in/amp/business/story/bitcoin-price-crashes-below-20-000-cryptocurrency-market-in-red-1969996-2022-07-04,"Bitcoin price crashes below $20 , 000 , cryptocurrency market in red",20220704T110000Z,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202207/6SAMNTRT7VOPROLBF6PSNBNXIU_0-647x363.jpeg?b19sFDLim6_zZ8bC3QhB77DYDxq8JUAY,indiatoday.in,English,India,0.002,0.986,-2,0
23,2022-07-05 11:57:06.555511+02,solana,https://www.forexlive.com/Education/bitcoin-too-early-to-buy-20220704/,https://www.forexlive.com/education/bitcoin-too-early-to-buy-20220704/amp/,Bitcoin : too early to buy,20220704T110000Z,https://images.forexlive.com/images/BTC%20winter_id_766b7e88-d8d0-4e20-997d-2276e3adafe9_size900.jpg?v=1656931647644,forexlive.com,English,Greece,0.006,0.003,0.006,0
24,2022-07-05 11:57:06.556555+02,solana,https://siliconangle.com/2022/07/03/cryptocurrency-hedge-fund-three-arrows-capital-files-chapter-15-bankruptcy/,"",Cryptocurrency hedge fund Three Arrows Capital files for Chapter 15 bankruptcy,20220704T034500Z,https://d15shllkswkct0.cloudfront.net/wp-content/blogs.dir/1/files/2021/01/calculator-1680905_1280.jpg,siliconangle.com,English,United States,0.003,0.985,-2,0
25,2022-07-05 11:57:06.556555+02,solana,https://www.afr.com/technology/depression-like-crashes-inevitable-without-crypto-controls-expert-20220703-p5ayps,"",Cryptocurrencies : Depression - like crashes inevitable without crypto controls : expert,20220704T214500Z,https://static.ffx.io/images/$zoom_0.4485%2C$multiply_2%2C$ratio_1.777778%2C$width_1059%2C$x_0%2C$y_491/t_crop_custom/c_scale%2Cw_800%2Cq_88%2Cf_jpg/t_afr_no_label_no_age_social_wm/20288038c6d4f2f493cedffe7bda54fc29ebdb31,afr.com,English,Australia,0.006,0.39,-0.39,0
26,2022-07-05 11:57:18.47998+02,cardano,https://www.fxstreet.com/cryptocurrencies/news/cardanos-vasil-hard-fork-launches-on-testnet-positioning-ada-price-for-a-breakout-202207040456,https://www.fxstreet.com/amp/cryptocurrencies/news/cardanos-vasil-hard-fork-launches-on-testnet-positioning-ada-price-for-a-breakout-202207040456,Cardano Vasil hard fork launches on testnet positioning ADA price for a breakout,20220704T071500Z,https://editorial.fxstreet.com/images/Markets/Currencies/Cryptocurrencies/Coins/Cardano/cardano_Large.jpg,fxstreet.com,English,China,0.498,0.003,0.498,0
27,2022-07-05 11:57:18.48098+02,cardano,https://www.coinspeaker.com/cardano-vasil-upgrade-launches-on-testnet/,https://www.coinspeaker.com/cardano-vasil-upgrade-launches-on-testnet/amp/,"Cardano Vasil Upgrade Launches on Testnet , Brings Improved Features",20220704T151500Z,https://www.coinspeaker.com/wp-content/uploads/2022/07/cardano-vasil-upgrade-launches-on-testnet.jpg,coinspeaker.com,English,United States,0.948,0.001,2,0
28,2022-07-05 11:57:18.48298+02,cardano,https://invezz.com/news/2022/07/04/ada-price-forecast-after-cardanos-vasil-hard-fork-went-live-on-the-testnet/,https://invezz.com/news/2022/07/04/ada-price-forecast-after-cardanos-vasil-hard-fork-went-live-on-the-testnet/?amp,ADA price forecast after Cardano Vasil hard fork went live on the testnet,20220704T100000Z,https://invezz.com/wp-content/uploads/2022/07/184678899-m.jpg,invezz.com,English,United Kingdom,0.005,0.002,0.005,0
29,2022-07-05 11:57:18.48398+02,cardano,https://www.economywatch.com/news/next-cryptocurrency-to-explode,"",Next Cryptocurrency to Explode - Economy Watch,20220704T160000Z,https://www.economywatch.com/wp-content/uploads/2022/06/next-cryptocurrency-to-explode.jpg,economywatch.com,English,China,0.004,0.003,0.004,0
30,2022-07-05 11:57:18.48498+02,cardano,https://economictimes.indiatimes.com/markets/cryptocurrency/crypto-prices-today-live-news-bitcoin-dogecoin-ethereum-shibha-inu-cryptocurrency-latest-updates-04-july-2022/articleshow/92643413.cms,https://m.economictimes.com/markets/cryptocurrency/crypto-prices-today-live-news-bitcoin-dogecoin-ethereum-shibha-inu-cryptocurrency-latest-updates-04-july-2022/amp_articleshow/92643413.cms,"Crypto Price Today : Bitcoin , Ethereum , Cardano shed up to 2 % Dogecoin & Tron gain",20220704T044500Z,"https://img.etimg.com/thumb/msid-92643403,width-1070,height-580,imgsize-61790,overlay-etmarkets/photo.jpg",economictimes.indiatimes.com,English,India,0.988,0.002,2,0
31,2022-07-05 11:57:18.485979+02,cardano,https://www.fxstreet.com/cryptocurrencies/news/cryptocurrencies-price-prediction-cardano-ethereum-polygon-asian-wrap-04-july-202207040048,https://www.fxstreet.com/amp/cryptocurrencies/news/cryptocurrencies-price-prediction-cardano-ethereum-polygon-asian-wrap-04-july-202207040048,"Cryptocurrencies Price Prediction : Cardano , Ethereum & Polygon Asian Wrap 04 July",20220704T024500Z,https://editorial.fxstreet.com/images/Markets/Currencies/Cryptocurrencies/Coins/Cardano/cardano_Large.jpg,fxstreet.com,English,China,0.003,0.002,0.003,0
32,2022-07-05 11:57:18.48798+02,cardano,https://www.albawaba.com/business/crypto-prices-today-bitcoin-holds-19k-levels-1483015,https://www.albawaba.com/amp/business/crypto-prices-today-bitcoin-holds-19k-levels-1483015,Crypto Prices Today : Bitcoin Holds On to $19K Levels,20220704T221500Z,https://www.albawaba.com/sites/default/files/styles/default/public/2022-07/shutterstock_650811631.jpg?itok=HX_Z4340,albawaba.com,English,Israel,0.989,0.002,2,0
33,2022-07-05 11:57:18.490479+02,cardano,https://www.businesstoday.in/crypto/story/crypto-markets-in-red-solana-dogecoin-rises-marginally-340165-2022-07-04,https://www.businesstoday.in/amp/crypto/story/crypto-markets-in-red-solana-dogecoin-rises-marginally-340165-2022-07-04,"Crypto markets in red ; Solana , Dogecoin rise marginally",20220704T074500Z,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202207/markets-sixteen_nine.jpg,businesstoday.in,English,India,0.959,0.002,2,0
34,2022-07-05 11:57:18.492009+02,cardano,https://www.businesstoday.in/crypto/story/crypto-markets-in-red-solana-dogecoin-rise-marginally-340165-2022-07-04,https://www.businesstoday.in/amp/crypto/story/crypto-markets-in-red-solana-dogecoin-rise-marginally-340165-2022-07-04,"Crypto markets in red ; Solana , Dogecoin rise marginally",20220704T041500Z,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202207/markets-sixteen_nine.jpg,businesstoday.in,English,India,0.959,0.002,2,0
35,2022-07-05 11:57:18.495071+02,cardano,https://www.indiatoday.in/business/story/bitcoin-price-crashes-below-20-000-cryptocurrency-market-in-red-1969996-2022-07-04,https://www.indiatoday.in/amp/business/story/bitcoin-price-crashes-below-20-000-cryptocurrency-market-in-red-1969996-2022-07-04,"Bitcoin price crashes below $20 , 000 , cryptocurrency market in red",20220704T110000Z,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202207/6SAMNTRT7VOPROLBF6PSNBNXIU_0-647x363.jpeg?b19sFDLim6_zZ8bC3QhB77DYDxq8JUAY,indiatoday.in,English,India,0.002,0.986,-2,0
36,2022-07-05 11:57:18.496071+02,cardano,https://www.afr.com/technology/depression-like-crashes-inevitable-without-crypto-controls-expert-20220703-p5ayps,"",Cryptocurrencies : Depression - like crashes inevitable without crypto controls : expert,20220704T214500Z,https://static.ffx.io/images/$zoom_0.4485%2C$multiply_2%2C$ratio_1.777778%2C$width_1059%2C$x_0%2C$y_491/t_crop_custom/c_scale%2Cw_800%2Cq_88%2Cf_jpg/t_afr_no_label_no_age_social_wm/20288038c6d4f2f493cedffe7bda54fc29ebdb31,afr.com,English,Australia,0.006,0.39,-0.39,0
37,2022-07-05 11:57:30.38935+02,litecoin,https://www.hawaiiarmyweekly.com/business/best-crypto-exchanges-for-trading-altcoins/,"",Best Crypto Exchanges for Trading Altcoins,20220704T161500Z,"",hawaiiarmyweekly.com,English,United States,0.988,0.002,2,0
38,2022-07-05 11:57:45.877733+02,ethereum,https://www.fxstreet.com/cryptocurrencies/news/why-lower-gas-fees-is-super-bullish-for-the-ethereum-price-202207041800,https://www.fxstreet.com/amp/cryptocurrencies/news/why-lower-gas-fees-is-super-bullish-for-the-ethereum-price-202207041800,Why lower gas fees is super bullish for the Ethereum price,20220704T204500Z,https://editorial.fxstreet.com/images/Markets/Currencies/Cryptocurrencies/Coins/Ethereum/ethereum_Large.jpg,fxstreet.com,English,China,0.007,0.086,-0.086,0
39,2022-07-05 11:57:45.879733+02,ethereum,https://www.coinspeaker.com/ethereum-gas-fee-lowest-since-2020-eth-1000/,https://www.coinspeaker.com/ethereum-gas-fee-lowest-since-2020-eth-1000/amp/,Ethereum Gas Fee Tanks to the Lowest Since 2020,20220704T151500Z,https://www.coinspeaker.com/wp-content/uploads/2022/07/ethereum-gas-fee-lowest-since-2020-eth-1000.jpg,coinspeaker.com,English,United States,0.001,0.984,-2,0
40,2022-07-05 11:57:45.882733+02,ethereum,https://www.fxstreet.com/cryptocurrencies/news/top-3-price-prediction-bitcoin-ethereum-ripple-cryptos-at-risk-following-kucoin-insolvency-rumors-202207040847,https://www.fxstreet.com/amp/cryptocurrencies/news/top-3-price-prediction-bitcoin-ethereum-ripple-cryptos-at-risk-following-kucoin-insolvency-rumors-202207040847,"Top 3 Price Prediction Bitcoin , Ethereum , Ripple : Cryptos at risk following KuCoin insolvency rumors",20220704T120000Z,"",fxstreet.com,English,China,0.005,0.645,-0.645,0
41,2022-07-05 11:57:45.884732+02,ethereum,https://www.9news.com.au/national/bitcoin-ethereum-record-big-losses-in-doom-like-month-of-june/94d79498-c137-4c22-bd1f-a4778505c613,https://amp.9news.com.au/article/94d79498-c137-4c22-bd1f-a4778505c613,Bitcoin and Ethereum record massive losses in June  crypto winter  ,20220704T083000Z,https://imageresizer.static9.net.au/sos2ugrLOuS1L5eZVfHztaRLIGE=/1200x628/smart/https%3A%2F%2Fprod.static9.net.au%2Ffs%2Fc8412358-1740-4535-8ee5-8d8fc60159c0,9news.com.au,English,Australia,0.001,0.988,-2,0
42,2022-07-05 11:57:45.888442+02,ethereum,https://www.fool.ca/2022/07/04/ethereum-or-bitcoin-which-will-recover-1st-in-2023/,"",Ethereum or Bitcoin : Which Will Recover First in 2023 ? ,20220704T133000Z,https://www.fool.ca/wp-content/uploads/2021/04/investment-research.jpg,fool.ca,English,Canada,0.011,0.002,0.011,0
43,2022-07-05 11:57:45.891449+02,ethereum,https://www.proactiveinvestors.co.uk/companies/news/986494/bitcoin-and-ethereum-move-sideways-as-cryptos-continue-to-languish-986494.html,https://www.proactiveinvestors.co.uk/companies/amp/news/986494,Bitcoin and Ethereum move sideways as cryptos continue to languish,20220704T084500Z,https://cdn.proactiveinvestors.com/eyJidWNrZXQiOiJwYS1jZG4iLCJrZXkiOiJ1cGxvYWRcL05ld3NcL0ltYWdlXC8yMDIyXzA3XC9zaHV0dGVyc3RvY2stNzI1MzgzMjk3MC1jcnlwdG8uanBnIiwiZWRpdHMiOnsicmVzaXplIjp7IndpZHRoIjoxMjAwLCJoZWlnaHQiOjYzMCwiZml0IjoiY292ZXIifX19,proactiveinvestors.co.uk,English,United Kingdom,0.015,0.04,-0.04,0
44,2022-07-05 11:57:45.894698+02,ethereum,https://www.fool.com.au/2022/06/27/asx-200-bank-anz-turns-to-crypto-for-carbon-credit-settlement/,"",ASX 200 bank ANZ turns to crypto for carbon credit settlement,20220704T060000Z,https://www.fool.com.au/wp-content/uploads/2021/11/Cash-super-hero-in-green-cape-16_9.jpg,fool.com.au,English,Australia,0.779,0.169,0.779,0
45,2022-07-05 11:57:45.897698+02,ethereum,https://economictimes.indiatimes.com/markets/cryptocurrency/crypto-prices-today-live-news-bitcoin-dogecoin-ethereum-shibha-inu-cryptocurrency-latest-updates-04-july-2022/articleshow/92643413.cms,https://m.economictimes.com/markets/cryptocurrency/crypto-prices-today-live-news-bitcoin-dogecoin-ethereum-shibha-inu-cryptocurrency-latest-updates-04-july-2022/amp_articleshow/92643413.cms,"Crypto Price Today : Bitcoin , Ethereum , Cardano shed up to 2 % Dogecoin & Tron gain",20220704T044500Z,"https://img.etimg.com/thumb/msid-92643403,width-1070,height-580,imgsize-61790,overlay-etmarkets/photo.jpg",economictimes.indiatimes.com,English,India,0.988,0.002,2,0
46,2022-07-05 11:57:45.901698+02,ethereum,https://techcabal.com/2022/07/04/buy-the-dip-and-get-rich-ethereum-eth-fantom-ftm-and-chronoly-crno/,"","Buy The Dip and Get Rich : Ethereum ( ETH ), Fantom ( FTM ) and Chronoly ( CRNO ) ",20220704T121500Z,https://lh3.googleusercontent.com/hmp9aXNf-yTns-Ix-WVcguEpk3QfgAapXcSIPMiXf7ZGxAEOdbr50xte8t2nB3tFuHH3YOaI0GAmalk-j_2LkuujUO89DvDuZMmYOcr8rgWS_GuJ0NlObj8qvjvuw0utKHo8uJMbws2TfubrRQ,techcabal.com,English,Nigeria,0.005,0.002,0.005,0
47,2022-07-05 11:57:45.904698+02,ethereum,https://slashdot.org/story/22/07/04/1445243/crypto-platform-vauld-suspends-withdrawals-trading-amid-financial-challenges,https://m.slashdot.org/story/401776,"Crypto Platform Vauld Suspends Withdrawals , Trading Amid  Financial Challenges  ",20220704T183000Z,https://a.fsdn.com/sd/topics/business_64.png,slashdot.org,English,United States,0.001,0.978,-2,0
64,2022-07-05 11:57:45.925365+02,ethereum,https://www.forexlive.com/Education/bitcoin-too-early-to-buy-20220704/,https://www.forexlive.com/education/bitcoin-too-early-to-buy-20220704/amp/,Bitcoin : too early to buy,20220704T110000Z,https://images.forexlive.com/images/BTC%20winter_id_766b7e88-d8d0-4e20-997d-2276e3adafe9_size900.jpg?v=1656931647644,forexlive.com,English,Greece,0.006,0.003,0.006,0
48,2022-07-05 11:57:45.906512+02,ethereum,https://www.fxstreet.com/cryptocurrencies/news/cryptocurrencies-price-prediction-cardano-ethereum-polygon-asian-wrap-04-july-202207040048,https://www.fxstreet.com/amp/cryptocurrencies/news/cryptocurrencies-price-prediction-cardano-ethereum-polygon-asian-wrap-04-july-202207040048,"Cryptocurrencies Price Prediction : Cardano , Ethereum & Polygon Asian Wrap 04 July",20220704T024500Z,https://editorial.fxstreet.com/images/Markets/Currencies/Cryptocurrencies/Coins/Cardano/cardano_Large.jpg,fxstreet.com,English,China,0.003,0.002,0.003,0
49,2022-07-05 11:57:45.907516+02,ethereum,https://menafn.com/1104473480/These-Are-The-Ten-Worst-Performing-Cryptocurrencies-In-June-2022,"",These Are The Ten Worst - Performing Cryptocurrencies In June ... ,20220704T083000Z,https://menafn.com/updates/pr/2022-07/04/V_ff04fimage_story.jpg,menafn.com,English,Qatar,0.632,0.206,0.632,0
50,2022-07-05 11:57:45.90852+02,ethereum,https://www.albawaba.com/business/crypto-prices-today-bitcoin-holds-19k-levels-1483015,https://www.albawaba.com/amp/business/crypto-prices-today-bitcoin-holds-19k-levels-1483015,Crypto Prices Today : Bitcoin Holds On to $19K Levels,20220704T221500Z,https://www.albawaba.com/sites/default/files/styles/default/public/2022-07/shutterstock_650811631.jpg?itok=HX_Z4340,albawaba.com,English,Israel,0.989,0.002,2,0
51,2022-07-05 11:57:45.909519+02,ethereum,https://www.coinspeaker.com/gorilix-weathers-crypto-storm-during-successful-presale/,https://www.coinspeaker.com/gorilix-weathers-crypto-storm-during-successful-presale/amp/,Gorilix Weathers the Crypto Storm During Successful Presale,20220704T201500Z,https://www.coinspeaker.com/wp-content/uploads/2022/07/gorilix-weathers-crypto-storm-during-successful-presale.jpg,coinspeaker.com,English,United States,0.071,0.002,0.071,0
52,2022-07-05 11:57:45.911518+02,ethereum,https://www.businesstoday.in/crypto/story/crypto-markets-in-red-solana-dogecoin-rises-marginally-340165-2022-07-04,https://www.businesstoday.in/amp/crypto/story/crypto-markets-in-red-solana-dogecoin-rises-marginally-340165-2022-07-04,"Crypto markets in red ; Solana , Dogecoin rise marginally",20220704T074500Z,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202207/markets-sixteen_nine.jpg,businesstoday.in,English,India,0.959,0.002,2,0
53,2022-07-05 11:57:45.912518+02,ethereum,https://www.businesstoday.in/crypto/story/crypto-markets-in-red-solana-dogecoin-rise-marginally-340165-2022-07-04,https://www.businesstoday.in/amp/crypto/story/crypto-markets-in-red-solana-dogecoin-rise-marginally-340165-2022-07-04,"Crypto markets in red ; Solana , Dogecoin rise marginally",20220704T041500Z,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202207/markets-sixteen_nine.jpg,businesstoday.in,English,India,0.959,0.002,2,0
54,2022-07-05 11:57:45.913518+02,ethereum,https://www.forexlive.com/Cryptocurrency/ethereum-climbs-more-than-5-as-crypto-fights-back-20220704/,https://www.forexlive.com/cryptocurrency/ethereum-climbs-more-than-5-as-crypto-fights-back-20220704/amp/,Ethereum climbs more than 5 % as crypto fights back,20220704T200000Z,https://images.forexlive.com/images/ETH%20daily_id_b3d9a0a8-43f3-440a-905c-a6190b5646c1_size900.jpg,forexlive.com,English,Greece,0.988,0.002,2,0
55,2022-07-05 11:57:45.915518+02,ethereum,https://dailytimes.com.pk/962296/bitcoin-slips-voyager-digital-suspends-operations/,https://dailytimes.com.pk/962296/bitcoin-slips-voyager-digital-suspends-operations/amp/,Bitcoin slips ; Voyager Digital suspends operations,20220704T061500Z,https://dailytimes.com.pk/assets/uploads/2021/06/01/Bitcoin.jpg,dailytimes.com.pk,English,Pakistan,0.001,0.983,-2,0
